,Cotton Close,Price_Change,Buy/Hold,Soybeans P_Close,Wheat P_Close,Corn P_Close,Crude P_Close,USDBRL P_Close,EURUSD P_Close,IR P_Close,SoyOil P_Close,Sugar P_Close
0,82.37999725341797,0.1768571036202567,Buy,1105.0,597.5,407.5,40.290000915527344,5.327199935913086,1.186366319656372,0.9580000042915344,35.47999954223633,14.880000114440918
1,83.52999877929688,0.2172835242775841,Buy,1098.5,602.0,406.75,37.13999938964844,5.414899826049805,1.1859441995620728,0.8199999928474426,35.34000015258789,14.90999984741211
2,84.62000274658203,0.20764953782114204,Buy,1101.75,609.25,409.25,38.790000915527344,5.456999778747559,1.1845253705978394,0.7760000228881836,35.470001220703125,14.479999542236328
3,84.68000030517578,0.20575247412138395,Buy,1079.0,606.0,405.25,39.150001525878906,5.456699848175049,1.1803393363952637,0.7680000066757202,34.38999938964844,14.649999618530273
4,85.44999694824219,0.21654327373375562,Buy,1059.0,608.0,401.0,37.65999984741211,5.389999866485596,1.1780297756195068,0.8820000290870667,33.779998779296875,14.720000267028809
5,86.51000213623047,0.2586934076950427,Buy,1050.75,607.5,397.5,36.810001373291016,5.413899898529053,1.1818794012069702,0.8489999771118164,33.189998626708984,14.970000267028809
6,86.91999816894531,0.26117238070546883,Buy,1056.5,598.5,398.5,35.790000915527344,5.384699821472168,1.182732105255127,0.8600000143051147,33.61000061035156,14.359999656677246
7,86.72000122070312,0.24205101116796066,Buy,1051.75,603.75,398.5,36.16999816894531,5.36269998550415,1.1893010139465332,0.8349999785423279,33.060001373291016,14.399999618530273
8,87.55999755859375,0.247826704338502,Buy,1057.25,608.75,401.5,37.38999938964844,5.523399829864502,1.1817537546157837,0.781000018119812,33.41999816894531,14.890000343322754
9,88.3499984741211,0.22657226116065093,Buy,1082.25,615.75,416.0,39.56999969482422,5.663000106811523,1.17326819896698,0.777999997138977,34.11000061035156,14.829999923706055
10,85.22000122070312,0.1818055817415926,Buy,1087.75,620.0,417.75,38.560001373291016,5.754899978637695,1.176221489906311,0.8009999990463257,34.459999084472656,14.770000457763672
11,82.7699966430664,0.16103234086280757,Buy,1083.75,632.75,419.25,39.849998474121094,5.741099834442139,1.1642799377441406,0.8410000205039978,34.11000061035156,14.720000267028809
12,86.7699966430664,0.2061439213007937,Buy,1073.75,622.75,416.25,40.63999938964844,5.741399765014648,1.1642121076583862,0.8479999899864197,33.689998626708984,14.779999732971191
13,86.20999908447266,0.21354163813966925,Buy,1072.0,629.75,413.75,40.029998779296875,5.7778000831604,1.1678695678710938,0.8159999847412109,33.20000076293945,14.5
14,85.58999633789062,0.2051534832935911,Buy,1064.0,632.0,408.75,41.459999084472656,5.744900226593018,1.1748672723770142,0.796999990940094,33.310001373291016,14.539999961853027
15,86.9000015258789,0.22119163931621072,Buy,1054.25,627.0,405.25,40.83000183105469,5.7052001953125,1.1784114837646484,0.7609999775886536,32.529998779296875,14.720000267028809
16,89.44000244140625,0.2791762697890154,Buy,1050.0,625.25,402.0,40.880001068115234,5.622700214385986,1.1809443235397339,0.7440000176429749,32.9900016784668,14.430000305175781
17,90.26000213623047,0.30395840139388,Buy,1062.25,618.25,403.75,40.959999084472656,5.616199970245361,1.1848480701446533,0.7310000061988831,33.16999816894531,14.180000305175781
18,87.81999969482422,0.2740461236909357,Buy,1056.25,596.75,396.5,41.040000915527344,5.591300010681152,1.1815024614334106,0.722000002861023,33.720001220703125,14.199999809265137
