,Wheat Close,Price_Change,Buy/Hold,Soybeans P_Close,Corn P_Close,Cotton P_Close,Crude P_Close,USDBRL P_Close,EURUSD P_Close,IR P_Close,SoyOil P_Close,Sugar P_Close
0,625.25,0.046443514644351466,Buy,1105.0,407.5,70.0,40.290000915527344,5.327199935913086,1.186366319656372,0.9580000042915344,35.47999954223633,14.880000114440918
1,634.75,0.05440199335548173,Buy,1098.5,406.75,68.62000274658203,37.13999938964844,5.414899826049805,1.1859441995620728,0.8199999928474426,35.34000015258789,14.90999984741211
2,627.25,0.029544521953221173,Buy,1101.75,409.25,70.06999969482422,38.790000915527344,5.456999778747559,1.1845253705978394,0.7760000228881836,35.470001220703125,14.479999542236328
3,627.0,0.034653465346534656,Buy,1079.0,405.25,70.2300033569336,39.150001525878906,5.456699848175049,1.1803393363952637,0.7680000066757202,34.38999938964844,14.649999618530273
4,630.5,0.03700657894736842,Buy,1059.0,401.0,70.23999786376953,37.65999984741211,5.389999866485596,1.1780297756195068,0.8820000290870667,33.779998779296875,14.720000267028809
5,640.0,0.053497942386831275,Buy,1050.75,397.5,68.7300033569336,36.810001373291016,5.413899898529053,1.1818794012069702,0.8489999771118164,33.189998626708984,14.970000267028809
6,647.0,0.0810359231411863,Buy,1056.5,398.5,68.91999816894531,35.790000915527344,5.384699821472168,1.182732105255127,0.8600000143051147,33.61000061035156,14.359999656677246
7,645.0,0.06832298136645963,Buy,1051.75,398.5,69.81999969482422,36.16999816894531,5.36269998550415,1.1893010139465332,0.8349999785423279,33.060001373291016,14.399999618530273
8,631.75,0.037782340862423,Buy,1057.25,401.5,70.16999816894531,37.38999938964844,5.523399829864502,1.1817537546157837,0.781000018119812,33.41999816894531,14.890000343322754
9,636.25,0.03329273244011368,Buy,1082.25,416.0,72.02999877929688,39.56999969482422,5.663000106811523,1.17326819896698,0.777999997138977,34.11000061035156,14.829999923706055
10,650.75,0.04959677419354839,Buy,1087.75,417.75,72.11000061035156,38.560001373291016,5.754899978637695,1.176221489906311,0.8009999990463257,34.459999084472656,14.770000457763672
11,656.5,0.0375345713156855,Buy,1083.75,419.25,71.29000091552734,39.849998474121094,5.741099834442139,1.1642799377441406,0.8410000205039978,34.11000061035156,14.720000267028809
12,646.5,0.0381372942593336,Buy,1073.75,416.25,71.94000244140625,40.63999938964844,5.741399765014648,1.1642121076583862,0.8479999899864197,33.689998626708984,14.779999732971191
13,654.0,0.03850734418420008,Buy,1072.0,413.75,71.04000091552734,40.029998779296875,5.7778000831604,1.1678695678710938,0.8159999847412109,33.20000076293945,14.5
14,649.75,0.028085443037974684,Buy,1064.0,408.75,71.0199966430664,41.459999084472656,5.744900226593018,1.1748672723770142,0.796999990940094,33.310001373291016,14.539999961853027
15,652.0,0.03987240829346093,Buy,1054.25,405.25,71.16000366210938,40.83000183105469,5.7052001953125,1.1784114837646484,0.7609999775886536,32.529998779296875,14.720000267028809
16,663.25,0.060775689724110356,Buy,1050.0,402.0,69.91999816894531,40.880001068115234,5.622700214385986,1.1809443235397339,0.7440000176429749,32.9900016784668,14.430000305175781
17,643.75,0.041245450869389404,Buy,1062.25,403.75,69.22000122070312,40.959999084472656,5.616199970245361,1.1848480701446533,0.7310000061988831,33.16999816894531,14.180000305175781
18,655.0,0.09761206535400084,Buy,1056.25,396.5,68.93000030517578,41.040000915527344,5.591300010681152,1.1815024614334106,0.722000002861023,33.720001220703125,14.199999809265137
19,671.75,0.1308922558922559,Buy,1044.0,391.25,68.83000183105469,40.20000076293945,5.607800006866455,1.1853959560394287,0.7269999980926514,33.720001220703125,14.010000228881836
20,680.25,0.1447202355910812,Buy,1033.75,389.0,68.37000274658203,39.43000030517578,5.6041998863220215,1.1829839944839478,0.7770000100135803,33.13999938964844,13.84000015258789
21,665.75,0.12126315789473684,Buy,1065.5,395.0,67.63999938964844,40.599998474121094,5.605599880218506,1.176885962486267,0.7749999761581421,34.150001525878906,14.229999542236328
22,664.0,0.11549769004619907,Buy,1050.0,387.0,66.19000244140625,41.189998626708984,5.644800186157227,1.1715501546859741,0.7649999856948853,33.2400016784668,14.170000076293945
23,650.75,0.07119341563786008,Buy,1051.0,388.75,66.29000091552734,39.95000076293945,5.611199855804443,1.1707134246826172,0.7850000262260437,33.310001373291016,14.140000343322754
24,662.5,0.11767186840995361,Buy,1044.0,385.0,65.55999755859375,40.66999816894531,5.5904998779296875,1.1743981838226318,0.7419999837875366,33.290000915527344,13.880000114440918
25,644.0,0.10226786478391099,Buy,1021.5,379.5,64.7300033569336,39.220001220703125,5.56850004196167,1.1742188930511475,0.7620000243186951,32.810001373291016,13.609999656677246
26,657.5,0.14696903619712168,Buy,1020.75,379.75,64.5199966430664,37.04999923706055,5.529699802398682,1.1816140413284302,0.6959999799728394,31.940000534057617,13.550000190734863
27,636.75,0.11661551950898728,Buy,1023.5,382.75,64.61000061035156,38.720001220703125,5.5289998054504395,1.181683897972107,0.6769999861717224,32.650001525878906,13.579999923706055
28,633.5,0.09602076124567474,Buy,1023.5,379.0,64.48999786376953,40.220001220703125,5.598599910736084,1.1767003536224365,0.6769999861717224,33.369998931884766,13.069999694824219
